Contact External ID,First Name,Last Name,Phone,Email,City,Age Band,Source,WhatsApp Opt-in,DND,Journey Stage,Tier,SKU,Subscription Status,Adviser Owner,Income Band,Corpus Band,Savings Band,Aspiration,Signed Up,Reveal Seen,Paid,Data Complete,Plan Built,Plan Read,Last Call,Next Review,Renewal Due,Last Activity,Onboarding %,KYC Status,AA Status,FP Status,IP Status,Actions Done,Actions Total,Consent Valid Till,Source Completeness,Sharpen Count,Last Manual Update,DIFM Prospect Flag,Adviser Continuity,Last Adviser,Profile Fulfilment %,Admin Link,Is Seed Topup
P01319,Sourav,Ghosh,9000066323,,Hyderabad,40 to 44,community,true,false,S1,free,,,Adviser 05,25 to 50 lakhs,,,,2026-07-03,,,,,,,,,2026-07-05,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01319,false
P01320,Ishita,Pandey,9000032059,ishita.pandey.397@example.com,Gurugram,30 to 34,corporate_session,true,false,S9,diwm,diwm,active,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-07-06,2026-07-06,2026-07-06,2026-07-15,2026-07-15,2026-07-16,2026-08-04,2026-10-13,2026-10-04,2026-09-21,100,verified,not_connected,read,executing,2,5,,yes,3,2026-09-21T00:41:14+05:30,,off,Adviser 05,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01320,false
P01321,Manish,Chopra,9000019670,manish.chopra.680@example.com,Pune,30 to 34,community,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-07-12,2026-07-12,,,,,,,,2026-08-02,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01321,false
P01322,Pooja,Chauhan,9000019160,,Gurugram,30 to 34,organic,true,false,S2,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-07-06,2026-07-06,,,,,,,,2026-07-09,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01322,false
P01324,Jay,Deshmukh,9000054069,,Pune,30 to 34,corporate_session,false,false,S2,free,,,Adviser 02,10 to 25 lakhs,Under 5 lakhs,"Around 25%, meaningful amounts",Freedom,2026-07-04,2026-07-04,,,,,,,,2026-07-06,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01324,false
P01328,Gurpreet,Khanna,9000058348,,Gurugram,35 to 39,corporate_session,true,false,S1,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,,,2026-07-03,,,,,,,,,2026-07-05,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01328,false
P01330,Amruta,Kulkarni,9000091240,amruta.kulkarni.371@example.com,Ahmedabad,25 to 29,community,true,false,S9,diwm,diwm,active,Adviser 01,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-07-04,2026-07-04,2026-07-04,2026-07-18,2026-07-18,2026-07-18,2026-07-11,2026-10-16,2026-10-02,2026-09-20,100,verified (address typed),not_connected,read,executing,2,7,,yes,1,2026-09-18T22:31:38+05:30,,off,Adviser 04,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01330,false
P01334,Ganesh,Varma,9000071546,,Hyderabad,35 to 39,organic,true,false,S2,free,,,Adviser 06,50 lakhs to 1 crore,25 lakhs to 1 crore,"Around 40%, some serious money",Family,2026-07-07,2026-07-07,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01334,false
P01335,Tarun,Mehra,9000073444,tarun.mehra.412@example.com,Jaipur,30 to 34,corporate_session,false,false,S10,diwm,diwm,active,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-07-04,2026-07-04,2026-07-05,2026-07-10,2026-07-10,2026-07-14,2026-08-04,2026-10-08,2026-10-03,2026-09-20,100,verified,connected,read,done,4,4,2026-10-03,yes,1,2026-08-07T01:55:23+05:30,,off,Adviser 05,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01335,false
P01336,Nishant,Vora,9000086290,nishant.vora.727@example.com,Pune,30 to 34,community,true,false,S1,free,,,Adviser 04,10 to 25 lakhs,1 to 5 crores,,,2026-07-05,,,,,,,,,2026-07-06,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01336,false
P01337,Swathi,Murthy,9000079487,,Bengaluru,25 to 29,corporate_session,true,false,S1,free,,,Adviser 06,10 to 25 lakhs,Under 5 lakhs,,,2026-07-05,,,,,,,,,2026-07-06,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01337,false
P01338,Priya,Tiwari,9000013460,priya.tiwari.149@example.com,Gurugram,30 to 34,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,Under 5 lakhs,"Around 40%, some serious money",Freedom,2026-07-07,2026-07-07,,,,,,,,2026-07-28,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01338,false
P01340,Nirav,Kamat,9000026743,nirav.kamat.472@example.com,Pune,25 to 29,community,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-07-04,2026-07-04,,,,,,,,2026-07-25,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01340,false
P01344,Amruta,Vora,9000014308,,Ahmedabad,30 to 34,organic,true,true,S1,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,,,2026-07-06,,,,,,,,,2026-07-07,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01344,false
P01345,Jigar,Deshmukh,9000081096,jigar.deshmukh.427@example.com,Kolkata,35 to 39,community,true,false,S18,diwm,diwm,active,Adviser 03,50 lakhs to 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-07-07,2026-07-07,2026-07-07,,2026-07-23,2026-07-24,,2026-10-21,2026-10-05,2026-09-16,100,verified,partial,read,ready,0,4,2026-10-05,yes,0,2026-07-16T08:00:48+05:30,rule,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01345,false
P01348,Ayesha,Chopra,9000078853,ayesha.chopra.491@example.com,Delhi,35 to 39,community,true,false,S2,free,,,Adviser 02,Over 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-07-07,2026-07-07,,,,,,,,2026-07-29,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01348,false
P01353,Ramya,Murthy,9000097740,,Bengaluru,25 to 29,community,true,false,S2,free,,,Adviser 05,Under 10 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-07-05,2026-07-05,,,,,,,,2026-07-08,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01353,false
P01355,Sandeep,Rajan,9000053156,,Bengaluru,25 to 29,corporate_session,false,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Security,2026-07-04,2026-07-05,,,,,,,,2026-07-06,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01355,false
P01358,Nidhi,Pandya,9000011260,,Pune,30 to 34,organic,false,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-07-09,2026-07-09,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01358,false
P01360,Priya,Verma,9000046064,,Gurugram,30 to 34,corporate_session,false,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-07-05,2026-07-06,,,,,,,,2026-07-07,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01360,false
P01361,Omkar,Deshmukh,9000013825,,Pune,30 to 34,community,true,false,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-07-09,2026-07-10,,,,,,,,2026-07-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01361,false
P01362,Nandini,Srinivasan,9000043925,nandini.srinivasan.126@example.com,Chennai,35 to 39,web_reveal,false,false,S1,free,,,Adviser 01,50 lakhs to 1 crore,,,,2026-07-05,,,,,,,,,2026-07-06,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01362,false
P01363,Ruchi,Malhotra,9000023136,ruchi.malhotra.173@example.com,Gurugram,30 to 34,web_reveal,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-07-08,2026-07-08,,,,,,,,2026-07-29,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01363,false
P01364,Nitin,Gill,9000080794,nitin.gill.255@example.com,Delhi,45 and over,organic,true,true,S2c,free,,,Adviser 04,50 lakhs to 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-07-05,2026-07-06,,,,,,,,2026-07-27,20,verified,,not_started,,,,,,,,,off,,94,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01364,false
P01367,Rutuja,Jain,9000055003,rutuja.jain.428@example.com,Gurugram,30 to 34,web_reveal,true,false,S18,diwm,diwm,active,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-07-05,2026-07-05,2026-07-12,,2026-08-02,2026-08-05,,2026-10-31,2026-10-10,2026-09-22,100,verified,cas_uploaded,read,ready,0,4,,yes,0,2026-07-26T12:04:10+05:30,,off,,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01367,false
P01368,Venkat,Hegde,9000029020,,Chennai,35 to 39,organic,false,false,S2,free,,,Adviser 06,10 to 25 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Security,2026-07-10,2026-07-10,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01368,false
P01369,Srinivas,Gowda,9000053891,,Hyderabad,35 to 39,corporate_session,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-07-06,2026-07-06,,,,,,,,2026-07-09,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01369,false
P01370,Aakash,Kohli,9000080338,,Noida,35 to 39,corporate_session,true,false,S1,free,,,Adviser 04,10 to 25 lakhs,25 lakhs to 1 crore,,,2026-07-16,,,,,,,,,2026-07-17,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01370,false
P01374,Pranali,Chitale,9000074094,pranali.chitale.425@example.com,Pune,30 to 34,community,true,false,S18,diwm,diwm,active,Adviser 01,Under 10 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Freedom,2026-07-09,2026-07-09,2026-07-10,,2026-07-25,2026-07-26,2026-07-17,2026-10-23,2026-10-08,2026-09-20,100,verified,cas_uploaded,read,ready,0,3,,yes,0,2026-07-18T22:21:37+05:30,,off,Adviser 01,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01374,false
P01375,Nishant,Pandya,9000057175,,Mumbai,25 to 29,community,false,false,S1,free,,,Adviser 05,,,,,2026-07-07,,,,,,,,,2026-07-07,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01375,false
P01377,Ruchi,Chauhan,9000037472,,Noida,30 to 34,corporate_session,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-07-08,2026-07-08,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01377,false
P01378,Arjun,Chauhan,9000098554,,Delhi,35 to 39,corporate_session,false,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-07-06,2026-07-07,,,,,,,,2026-07-08,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01378,false
P01379,Ritika,Sharma,9000020627,,Gurugram,30 to 34,community,true,false,S1,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",,2026-07-06,,,,,,,,,2026-07-07,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01379,false
P01381,Nirav,Pawar,9000024161,nirav.pawar.699@example.com,Pune,30 to 34,web_reveal,true,false,S1,free,,,Adviser 06,,,,,2026-07-10,,,,,,,,,2026-07-12,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01381,false
P01383,Suresh,Srinivasan,9000019135,,Hyderabad,35 to 39,corporate_session,true,false,S1,free,,,Adviser 06,25 to 50 lakhs,,,,2026-07-06,,,,,,,,,2026-07-07,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01383,false
P01385,Venkat,Varma,9000081021,,Bengaluru,40 to 44,community,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-07-11,2026-07-11,,,,,,,,2026-07-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01385,false
P01387,Vishnu,Iyengar,9000084565,,Bengaluru,30 to 34,corporate_session,false,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Legacy,2026-07-09,2026-07-09,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01387,false
P01391,Jasleen,Pandey,9000011357,jasleen.pandey.471@example.com,Delhi,35 to 39,web_reveal,true,false,S25,diy,diy,active,Adviser 02,50 lakhs to 1 crore,Over 5 crores,"More than 40%, I live well below my means",Legacy,2026-07-08,2026-07-08,2026-08-09,2026-08-14,2026-08-14,,,2026-11-12,2026-11-07,2026-09-20,100,verified,not_connected,built,ready,0,3,,yes,0,2026-08-14T07:26:40+05:30,rule,off,,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01391,false
P01394,Suresh,Pillai,9000087804,,Gurugram,35 to 39,corporate_session,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Family,2026-07-08,2026-07-08,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01394,false
P01396,Amruta,Kamat,9000087178,,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Security,2026-07-07,2026-07-08,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01396,false
P01397,Sahil,Saxena,9000019959,,Delhi,35 to 39,corporate_session,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-07-07,2026-07-07,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01397,false
P01398,Yogesh,Jain,9000093317,,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-07-07,2026-07-08,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01398,false
P01402,Ramya,Naidu,9000002554,,Bengaluru,30 to 34,community,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-07-07,2026-07-08,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01402,false
P01404,Heena,Desai,9000099278,,Mumbai,30 to 34,corporate_session,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Legacy,2026-07-08,2026-07-09,,,,,,,,2026-07-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01404,false
P01407,Simran,Malhotra,9000037617,simran.malhotra.960@example.com,Bengaluru,25 to 29,web_reveal,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Family,2026-07-09,2026-07-09,,,,,,,,2026-07-30,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01407,false
P01408,Foram,Dave,9000057164,foram.dave.135@example.com,Pune,30 to 34,community,false,false,S1,free,,,Adviser 03,,,,,2026-07-12,,,,,,,,,2026-07-12,0,not_started,,not_started,,,,,,,,,off,,12,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01408,false
P01412,Nirav,Kulkarni,9000023444,,Pune,30 to 34,organic,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-07-08,2026-07-08,,,,,,,,2026-07-11,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01412,false
P01413,Nishant,Deshmukh,9000035218,nishant.deshmukh.349@example.com,Pune,30 to 34,community,true,false,S9,diy,diy,active,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-07-08,2026-07-08,2026-07-15,2026-07-26,2026-07-26,2026-07-26,,2026-10-24,2026-10-13,2026-09-21,100,verified,not_connected,read,executing,1,7,,yes,0,2026-07-26T07:05:11+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01413,false
P01414,Shreyasi,Das,9000059204,shreyasi.das.883@example.com,Hyderabad,35 to 39,community,true,true,S2,free,,,Adviser 01,25 to 50 lakhs,1 to 5 crores,"Around 40%, some serious money",Security,2026-07-08,2026-07-09,,,,,,,,2026-07-30,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01414,false
P01415,Naina,Bansal,9000085009,,Delhi,40 to 44,referral,false,false,S1,free,,,Adviser 05,50 lakhs to 1 crore,1 to 5 crores,,,2026-07-08,,,,,,,,,2026-07-08,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01415,false
P01417,Dhruv,Naik,9000045773,,Ahmedabad,30 to 34,organic,false,false,S2,free,,,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Security,2026-07-11,2026-07-11,,,,,,,,2026-07-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01417,false
P01418,Chinmay,Patel,9000086517,chinmay.patel.425@example.com,Pune,30 to 34,community,true,false,S11,diwm,diwm,active,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-07-09,2026-07-10,2026-07-10,2026-07-17,2026-07-17,2026-07-18,,2026-10-15,2026-10-08,2026-09-21,100,verified,connected,read,executing,2,6,2026-10-10,yes,0,2026-07-12T07:46:41+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01418,false
P01419,Anand,Prasad,9000075256,anand.prasad.426@example.com,Chennai,35 to 39,community,true,false,S18,diwm,diwm,active,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Security,2026-07-10,2026-07-10,2026-07-17,,2026-08-14,2026-08-22,,2026-11-12,2026-10-15,2026-09-20,100,verified,failed,read,ready,0,5,,yes,0,2026-08-07T08:02:03+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P01419,false
